년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20100118	정아	귀여운 넌	Female	발라드	36	성환	성환	플레디스	나만을 사랑해 달라면서 내 손을 지그시 깨무는 너 그 표정이 너무 사랑스러워 물가에 내논 어린애라며 자기 아님 난 안된다면서 그렇게 나를 안아주던 너 하지만 사랑이 식었다며 더이상 보고싶지 않다며 하루종일 나를 못살게 해도 보고싶었단 내 한마디에 미안해 눈도 못 맞추는 미워도 미워할 수 없는 니가 너무 귀여워 난 그냥 너만을 사랑해 이런 내 맘 멈출수가 없어서 조금만 이 순간을 잡아보고 싶어서 오늘밤에도 난 니가 너무 사랑스러워 정말 잠들 수가 없는 바보죠 날 위해 요리를 해준다며 좋아하는 요리가 뭐냐며 하루종일 나를 귀찮게해도 정말 맛있단 내 한마디에 다시 듣고 싶다며 웃는 미워도 미워할 수 없는 니가 너무 귀여워 난 그냥 너만을 사랑해 이런 내 맘 멈출수가 없어서 조금만 이 순간을 잡아보고 싶어서 오늘 밤에도 난 니가 너무 사랑스러워 정말 잠들 수 가 없는 바보죠 사랑한다는 말 한마디 내 마음을 들킬까 바보같이 난 화만 내고 그랬죠 내가 그랬죠 그대라는 사람 어깨에 언제까지 기대고 싶은 내 마음에 단 한사람 그대라는 걸 난 그냥 너만을 난 그냥 너만을 사랑해 이런 내 맘 멈출 수가 없어서 조금만 이 순간을 잡아보고 싶어서 오늘 밤에도 난 니가 너무 사랑스러워 정말 잠들 수가 없는 바보죠 baby love baby love baby love oh Yeah 
20100112	2PM	Tik Tok	Male	댄스	28	Tommy Park, 김은수	Tommy Park	JYP Entertainment	Nobody knows 내가 매일 너를 이렇게 원하는 걸 무대 뒤에서 널 안을 때마다 내 가슴이 터지는 걸 사람들 앞에서 우린 어색하게 인사하지만 돌아서고 나면 너를 제일 잘 아는 건 나잖아  니 눈빛으로 말하는게 더 크게 들려 내 귀엔 그래 날 원하는 게 너 목마른 게 우린 서로에게 이렇게 미쳐  아무도 몰래 사랑하는 게 니가 정말 내 여자라는 게 매일 나를 너무 미치게 해 이렇게 너를 너를 원해  이리와봐 (Tik Tok Tik Tok Tik Tok) 너만 보면 (Tik Tok Tik Tok Tik Tok) 하루종일 (Tik Tok Tik Tok Tik Tok) 내 가슴이 (Tik Tok Tik Tok Tik Tok, Tik Tok)   Nobody knows 너와 내가 매일 이렇게 사랑하는 걸 너 아닌 누구도 들어올 자린 없는 걸 내 가슴에  (Tik) 첨부터 알았어 난 (Tik) 뭔가가 있었어 넌 (Tik) 니가 나를 보는 그 눈빛에 준호) (Tok) 짜릿한 니 사랑에 (Tok) 나는 늘 목마른 걸 (Tok) 아무도 몰래 널 자꾸 찾게 돼  아무도 몰래 사랑하는 게 니가 정말 내 여자라는 게 매일 나를 너무 미치게 해 이렇게 너를 너를 원해  이리와봐 (Tik Tok Tik Tok Tik Tok) 너만 보면 (Tik Tok Tik Tok Tik Tok) 하루종일 (Tik Tok Tik Tok Tik Tok) 내 가슴이 (Tik Tok Tik Tok Tik Tok, Tik Tok)  넌 나만의 Star 아무도 아무 것도 몰라 너는 걱정마 내 두 눈을 봐 내가 지켜줄께 나는 이렇게 니 옆에 있어 (It's our Secret It's our Secret It's our Secret it's taking control of me) 모두의 시선을 넘어 만나는 만남 부담은 내게 덜어 꿈속에선 남들처럼 너와 당당히 손을 잡고 걸어 매일 바쁜 하루 속 내 일과 꿈 마저도 잊게 만드는 우리 사랑 멈출 줄 모르는 시계바늘 틱톡  아무도 몰래 사랑하는 게 니가 정말 내 여자라는 게 매일 나를 너무 미치게 해 이렇게 너를 너를 원해  이리와봐 (Tik Tok Tik Tok Tik Tok) 너만 보면 (Tik Tok Tik Tok Tik Tok) 하루종일 (Tik Tok Tik Tok Tik Tok) 내 가슴이 (Tik Tok Tik Tok Tik Tok, Tik Tok)  Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok Tik Tok, Tik Tok
20100121	2AM	그녀에게 (Feat. 찬성 Of 2PM)	Male	댄스	32	Pdogg	Pdogg, MISS KAY	JYP Entertainment	Yeah 2AM & PM Let`s go! Dear my Girl 나에게 헤어지자고 말했던 그 때 나도 모르게 너에게 못 되게 굴었었나봐 왜 이제 와서 눈물이 흐르고 내 가슴이 아파 와 이미 떠난 널 붙잡고 싶은 마음뿐이야 제발 My Love  널 처음 만났던 그 곳엔 아직도 너의 숨결이 느껴져 조금씩 가까이 다가와 수줍게 날 바라보며 웃던 너 (사랑했던 시간들이) 자꾸만 떠올라 (태연한 척 아무렇지 않은) 표정을 지어도 추억을 지워도 내 가슴속에 맴도는 너 우워~  난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 이예  너에 대한 생각에 또 밤새 술에 취해 거리를 헤메네 이런다고 니가 돌아오는 건 아니라고 내 친구들이 날 말려 하지만 또 다시 난 달려 다시 한 번의 기회를 달라고 차갑게 날 바라보는 너에게 한 번의 기회를 달라고 잊어야만 하는데 잊혀지진 않아 왜 바보같이 널 그리워하고 있는 건지 Oh love oh my love 다시 너 눈물이 돼 흘러내려서 우워~  난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 이예  나를 떠나서 잘 지내고 있는지 나처럼 힘들게 넌 울고만 있는 건 아닌지 돌아와줘~  난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 난 널 잊어버리려고 노력해봐도 못 잊어 눈물만 흐르는 바본가봐 바본가봐 바본가봐 영원히 너와 함께 사랑하고 싶은데 이예
20100114	럼블피쉬	남잔 다 그래	Male	발라드	50	민명기, 도희선	민명기	폴라리스엔터테인먼트	아닌가봐요 아닌가봐요 내가 사랑한 사람이 아닌가봐요 그런가봐요 세상 모든 사람이 그대처럼 보이나봐요 나만 아픈 건가요 그댄 괜찮은가 봐요 다른 사랑에 바쁜 건가요 너무 하잖아요  나만 사랑하던 남자라서 나만 바라보던 남자라서 그게 좋았었는데 난 정말 행복했는데 이젠 나와 상관 없잖아요 처음처럼 날 모르던 남이잖아요 미워해도 늦었나봐요 어떡하죠  남잔 다 그런가요 그리 쉬운 건가 봐요 거짓말처럼 지워지나요 너무 하잖아요  나만 사랑하던 남자라서 나만 바라보던 남자라서 그게 좋았었는데 난 정말 행복했는데 이젠 나와 상관 없잖아요 처음처럼 날 모르던 남이잖아요 미워해도 늦었나 봐요 어떡하죠  그댄 나 없이도 살 수 있나요 난 자신없는데 그대가 전분데  사랑하면 안될 단 한 사람 사랑하긴 너무 늦은 사람 정말 못됐잖아요 그렇게 가면 단가요 이젠 나와 상관 없잖아요 처음처럼 날 모르던 남이잖아요 미워해도 늦었나봐요 어떡하죠
20100128	소녀시대	Show! Show! Show!	Female	댄스	57	김부민	Hitchhiker	SM Entertainment	(Show me Show me Show me Show me Show me Show me Hurry Hurry)  반짝반짝 oh 두근두근 하나하나 다 맘에 들어 한 눈에 쓰윽 지나쳐 봐도 너 하나만 꼭 내 스타일인 걸  Hush Hush Hush 너의 마음을 보여줘 Listen to me  *Show me Show me 아이코 큰일이야 Show me Show me 이제 나 야단났어 Show me Show me 자꾸 보고 싶은데 Hurry Hurry 아직도 모르겠니  **Show me Show me 'cause I'm ready for you Show me Show me 너도 알고 있잖아 Show me Show me 이젠 맘을 보여줘 Hurry Hurry 다가와 속삭여줘  Uh-Uh 이런! 정말 대단해 아찔하게 네게 빠져들어 수 백 만 번 고민 해봐도 내 심장은 Automatic인 걸  Hush Hush Hush 너의 마음을 보여줘 Listen to me  *Show me Show me 아이코 큰일이야 Show me Show me 이제 나 야단났어 Show me Show me 자꾸 보고 싶은데 Hurry Hurry 아직도 모르겠니  **Show me Show me 'cause I'm ready for you Show me Show me 너도 알고 있잖아 Show me Show me 이젠 맘을 보여줘 Hurry Hurry 다가와 속삭여줘  Show me Show me yeah Show me baby 숨기려 하지 말고 어떻게 하나요 날 흔들지 말아줘요  If you wanna be my boy I'm gonna be with you...forever and more Just tell me that you love me I'll be there. Right? Alright. Just for you.  *Show me Show me 아이코 큰일이야 Show me Show me 이제 나 야단났어 Show me Show me 자꾸 보고 싶은데 Hurry Hurry 아직도 모르겠니  **Show me Show me 'cause I'm ready for you Show me Show me 너도 알고 있잖아 Show me Show me 이젠 맘을 보여줘 Hurry Hurry 다가와 속삭여줘
20100112	카라	별을 따다줘	Female	댄스	63	전창엽	전창엽	DSP미디어	저 별을 따다 줘 네 맘을 보여 줘 너의 그 따뜻한 두 손길로 한없이 밝은 사랑 난 너와 함께 영원히 사랑할게  두려워 하지 마 눈물 흘리지 마 세상 끝까지 널 지켜줄게 언제나 저 하늘 빛나는 별처럼 너만을 비춰줄게  혼자서 바라보는 내 맘 알고 있니 이런 내 맘 oh 늘 항상 너의 곁에 있어 말 안 해도 느낄 수 있게 하지만 또 다시 네가 울면 내 맘도 따라 울고 또 한 번 네가 웃어주면 난 다시 또 웃을거야  저 별을 따다 줘 네 맘을 보여 줘 너의 그 따뜻한 두 손길로 한없이 밝은 사랑 난 너와 함께 영원히 사랑할게  두려워 하지 마 눈물 흘리지 마 세상 끝까지 널 지켜줄게 언제나 저 하늘 빛나는 별처럼 너만을 비춰줄게  하지만 또 다시 네가 울면 내 맘도 따라 울고 또 한 번 네가 웃어주면 난 다시 또 웃을거야  저 별을 따다 줘 네 맘을 보여 줘 너의 그 따뜻한 두 손길로 한없이 밝은 사랑 난 너와 함께 영원히 사랑할게  두려워 하지 마 눈물 흘리지 마 세상 끝까지 널 지켜줄게 언제나 저 하늘 빛나는 별처럼 너만을 비춰줄게
20100128	소녀시대	영원히 너와 꿈꾸고 싶다 (Forever)	Female	발라드	63	김진환	김진환	SM Entertainment	(영원히 너와 꿈꾸고 싶다)  기분 좋은 바람을 따라 눈이 부신 저 하늘 아래 아름다운 노래와 좋은 향기로 가득한 너와 걷는 길 기억하니 처음 만났던 어색하고 낯선 시간들 서툴고 어렸던 날 그저 말없이 지켜준 네게 고마워  *지쳐있던 가슴이 다시 숨쉬고 가난해진 마음이 빛을 찾았어 영원토록 이렇게 너의 손잡고 같이 걷고 싶어 우리 둘 만의 세상에 사랑하는 내 사람과 함께  짧지 않은 그 시간 동안 잊지 못할 많은 기억들 웃음과 눈물 속에 언제나 날 믿어준 건 바로 너였어  *지쳐있던 가슴이 다시 숨쉬고 가난해진 마음이 빛을 찾았어 영원토록 이렇게 너의 손잡고 같이 걷고 싶어 우리 둘 만의 세상에 사랑하는 내 사람과 함께  아무도 우릴 방해하지는 않아 시간에 쫓겨야 할 이유도 없어 (우리 가끔씩은) 때론 멀리 있어도 (같은 마음으로) 같은 마음 하나로 같은 꿈을 꿀 수 있다면  아주 오랜 시간이 흘러 지나서(아주 오래 지나서) 너와 나의 모습이 조금 달라도(조금 달라도) 영원토록 이렇게 너와 둘이서 꿈을 꾸고 싶어 나의 소원이 되어준 나의 믿음이 되어준 너와  아주 오랜 시간이 흘러 지나서(오랜 시간이 흘러서) 너와 나의 모습이 조금 달라도(조금은 다를지라도) 영원토록 이렇게 너와 둘이서 꿈을 꾸고 싶어 나의 기적이 되어준 나의 꿈을 함께 해준 너와  오랜 세월이 흘러도 영원히 너와 꿈꾸고 싶어
20100128	소녀시대	화성인 바이러스	Female	댄스	30	황찬희, 조은희	황찬희	SM Entertainment	(I want to see your sign everything I want everybody take it to the shining star)  긴가 민가 네 속을 모르겠어 (나도 널 모르겠어 정말) 넌 화성에서 온 듯 말 하고 있어 (난 니가 금성에서 온 것 같아) 어딘가 모르게 우린 주파수가 달라  알고 싶어 니가 뭘 원하는지 (나도 널 알고 싶어 정말) 안달하는 내가 뭐 이상하니 (너 땜에 나도 정말 조급해져) 이런 내 모습에 feel이 꽂혔던 건 너야  내가 원하는데 너를 바라는데 왜 넌 cave속에 혼자 있길 바래 좋아한단 말이 뭐가 어렵다고 넌 또 왜 이렇게 나를 재니  *지구의 boys boys boys and girls girls girls 우린 너무 다른 걸 세상 반은 남자 또 반은 여자 외계인처럼 지구를 탓하지만 boys boys boys and girls girls girls 알아 난 너뿐인 걸 티격태격해도 바짝 약 올라도 날 울려도 어쩜 좋아 난 니가 좋아  너 땜에 미쳐 나 미쳐 나 어떡하니 왜 그렇게 정말 너 정말 날 괴롭히니 잘난 것도 없는 너 땜에 난 정말 돌아  내가 원하는데 너를 바라는데 왜 넌 cave속에 혼자 있길 바래 좋아한단 말이 뭐가 어렵다고 넌 또 왜 이렇게 나를 재니  *지구의 boys boys boys and girls girls girls 우린 너무 다른 걸 세상 반은 남자 또 반은 여자 외계인처럼 지구를 탓하지만 boys boys boys and girls girls girls 알아 난 너뿐인 걸 티격태격해도 바짝 약 올라도 날 울려도 어쩜 좋아 난 니가 좋아  좀 더 솔직하게 좀 더 매력 있게 내가 원한다면 시크함은 버리고 좀 더 과감하게 때론 부드럽게 그렇게 나를 사랑해줘  *지구의 boys boys boys and girls girls girls 우린 너무 다른 걸 세상 반은 남자 또 반은 여자 외계인처럼 지구를 탓하지만 boys boys boys and girls girls girls 알아 난 너뿐인걸 티격태격해도 바짝 약 올라도 날 울려도 어쩜 좋아 난 니가 좋아
20100125	f(x)	날개를 펴고	Female	발라드	80	김원	김원	JYP Entertainment	나 아직 서툴지만 걱정스런 눈빛보다 말없이 날 포근히 안아주면 좋겠어 나 조금 힘들지만 아픔은 잠시뿐 아직 많은 날이 이루고픈 꿈이 나를 다시 일어서게 해 날개를 펴고 저 하늘위로 훨훨 날아가 눈물은 안녕 상처도 안녕 이젠 울지 않아 날개를 펴고 세상을 향해 힘껏 외쳐봐 더 이상 난 어제의 내가 아냐 너와 함께라면 나 때로는 지쳐도 포기 할순 없어 이제 시작이야 나를 지켜봐줘 두려워마 자 이젠 날개를 펴고 저 하늘위로 훨훨 날아가 눈물은 안녕 상처도 안녕 이젠 울지 않아 날개를 펴고 세상을 향해 힘껏 외쳐봐 더 이상 난 어제의 내가 아냐 너와 함께라면 Oh Yo 이제 눈물들은 Bye Bye Bye 이겨낼수있어 I don`t cry 하늘을 날아가는 새들처럼 밤하늘에 빛나는 별들처럼 보석보다 값진건 내 꿈 미래 희망 믿음 어떤 시련이 와도 I don`t care 환하게 웃는거야 It`s Okay 후회여 나를 위해서 내 전부를 다걸고 그 날을 위해서... 날개를 펴고 저 하늘위로 훨훨 날아가 눈물은 안녕 상처도 안녕 이젠 울지 않아 날개를 펴고 세상을 향해 힘껏 외쳐봐 더 이상 난 어제의 내가 아냐 너와 함께라면 이렇게 난 웃을수가 있어 너와 함께 라면
20100128	소녀시대	카라멜 커피 (Talk To Me)	Female	발라드	94	Machan Taylor, 김희원	Machan Taylor	SM Entertainment	커피 한 잔 어때요? 무슨 말을 하고 싶나요? 저 석양을 담은 그 두 눈이 날 설레이게 해 어떤 커피가 좋아요? 난 더 그댈 알고 싶은데 나의 마음 속의 그대는 달콤한 caramel 그대와 나란히 발 모양을 맞춰 걸어가면 내 귓가에 그대 목소린 마치 솜사탕 머리 위로 저 달이 속삭이듯 내게 말해요 이미 마음 속의 그대는 달콤한 caramel 그대와 나 둘이서 발 모양을 맞춰 걸어가면 내 귓가에 그대 목소린 부드런 Ice cream 커피 한 잔 어때요? 무슨 말을 하려 하나요? 나 자꾸 두근거려요 oh 말 좀 해봐요 oh just talk to me
20100128	소녀시대	웃자 (Be Happy)	Female	댄스	92	이트라이브	이트라이브	SM Entertainment	(Hey boys!) No more worries put on a smile for me (Hey girls!) No pain no gain is what they say right  (OK!) No need to stress (OK!) brush it off your chest Through the rain there’s a brighter day Don't worry be happy!  어지러워 죽겠어 뭐가 그리 말이 많아 (몸서리 서리 쳐 지는 이 날 좀 봐) 누가 먼저 그만 좀 해 조금만 참아 괜찮아 (I'm Sorry Sorry 누가 먼저 말해봐)  *U-Boys U-Girls Be Happy (Hey) Be Happy (Hey) U-Boys U-Girls Be Happy (Hey) Be Happy (Ha)  **이러쿵 저러쿵 뭐가 그리 말이 많아 Oh 웃자 웃자 그냥 웃어 버리자 이래라 저래라 아픈 말은 하지 말아 Oh 웃자 웃자 그냥 웃어 버리자  Ha Ha Ha Ha Ho Ho Ho Ho 그냥 웃자 * 4  (Hey boys!) 고개 숙이지 말고 그냥 크게 웃어봐 (Hey girls!) 짜증나고 답답해도 it's gonna be alright~  Smile for me (Alright~) smile for me (Alright~) Through the rain there's a brighter day Don't worry be happy!  사람들이 모두가 아프다고 울어도 (오 도리도리 잘 될거야 괜찮아) 아프다고 다투면 정말 이건 아니잖아 (내 손이손이 아니라고 하잖아)  *U-Boys U-Girls Be Happy (Hey) Be Happy (Hey) U-Boys U-Girls Be Happy (Hey) Be Happy (Ha)  **이러쿵 저러쿵 뭐가 그리 말이 많아 Oh 웃자 웃자 그냥 웃어 버리자 이래라 저래라 아픈 말은 하지 말아 Oh 웃자 웃자 그냥 웃어 버리자  Ha Ha Ha Ha Ho Ho Ho Ho 그냥 웃자 * 4  Don't Worry! Worry! Don't Don't Worry Baby! Be Happy (Hey) Be Happy (Hey) Don't Worry! Worry! Don't Don't Worry Baby! Be Happy (Hey) Be Happy (Ha)  **이러쿵 저러쿵 뭐가 그리 말이 많아 Oh 웃자 웃자 그냥 웃어 버리자 이래라 저래라 아픈 말은 하지 말아 Oh 웃자 웃자 그냥 웃어 버리자  **이러쿵 저러쿵 뭐가 그리 말이 많아 Oh 웃자 웃자 그냥 웃어 버리자 이래라 저래라 아픈 말은 하지 말아 Oh 웃자 웃자 그냥 웃어 버리자
20100128	소녀시대	무조건 해피엔딩 (Stick Wit U)	Female	댄스	98	LeeOn	LeeOn	SM Entertainment	어젯밤 꿈 속에 널 봤어 눈부신 얼굴에 멋진 몸매 내 Style 인걸 또렷한 니 얼굴 니 표정 깨어나서도 생각이 나 Go  이끌려 가까이 왠지 느껴져 기대 없이 나갔던 그 소개팅 꿈에서 나타난 니가 나왔어 세상은 Slow Motion  *Oh Oh Oh Oh 넌 잡혔어 너를 갖겠어 조금씩 내게로 와 Oh Oh Oh Oh 더 가까이 우리 둘이서 무조건 해피엔딩  우연히 길에서 널 봤어 귀여운 눈빛에 키가 큰 넌 내 Style 인걸 또렷한 니 얼굴 니 표정 집에 와서도 생각이 나 Go  이끌려 가까이 왠지 느껴져 친구와 약속했던 그 길에서 어디서 봤던 니가 스쳐 지나가 세상은 Slow Motion  *Oh Oh Oh Oh 넌 잡혔어 너를 갖겠어 조금씩 내게로 와 Oh Oh Oh Oh 더 가까이 우리 둘이서 무조건 해피엔딩  서로 원하는 걸 난 알았어 우린 자석 같으니까 서로 당기는걸 난 알았어 우린 자석 같으니까 나의 매력에 넌 빠졌어 Baby I know you 이젠 벗어날 수 없는 걸 Baby I love you  Oh Oh Oh Oh 넌 잡혔어 꿈을 꾸듯이 잠들며 내게로 와 Oh Oh Oh Oh 더 가까이 내게 다가와 사랑해줘 just get on  *Oh Oh Oh Oh 넌 잡혔어 너를 갖겠어 조금씩 내게로 와 Oh Oh Oh Oh 더 가까이 우리 둘이서 무조건 해피엔딩
20100204	민경훈	아프니까 사랑이죠	Male	발라드	6	강은경	조영수	아이에스엔터미디어그룹	세상이 내게 미쳤다 말해도 멈출 수가 없네요 난 안돼요 사랑이 내게 거두라 말해도 그댈 단념할 수 없어요 사는동안 처음이었죠 마지막이겠죠 나의 심장까지 파고든 사람 그댈 향해 가는 길 험난할 걸 알기에 외면하려고 몸부림 쳤지만 아파야 사랑인거죠 아프니까 사랑인거겠죠 매일 눈물에 휩싸여도 가슴 부르터 갈라져도 난 이 사랑 놓지 못해요 그대라서 아픈 거겠죠 힘겨운 거겠죠 가장 소중한걸 얻기 위해서 그댈 곁에 두는 일 사치란걸 알기에 잊어보려고 발버둥쳤지만 아파야 사랑인거죠 아프니까 사랑인거겠죠 매일 눈물에 휩싸여도 가슴 부르터 갈라져도 난 이 사랑 놓지 못해요 세상이 그댈 허락한 대신 나의 모든 걸 빼앗아 가도 그대 하나면 그대 하나면 되요 사랑이 나를 미워해 더 아픈 벌 내게 내린데도 그댈 끝까지 지킬게요 그 벌 내가 다 받을게요 그대만은 울리지 않게
20100119	이승기	사랑이 술을 가르쳐	Male	발라드	12	방시혁, 백찬	방시혁	후크엔터테인먼트	끝까지 넌 참 많은 걸 가르쳐 내가 몰랐던 것들을 알게 해 어쩌면 날 버리고 떠나서도 계속 내 주변을 맴도는 듯 해 사랑을 가르쳐 기쁨 알게 하고 이별을 가르쳐 눈물 알게 하고 알고 싶지 않던 것도 알게 해 너 때문에 못하던 술을 해 관심없던 노랫말이 들려 잊고 싶어 술을 마시고 술 마시면 또 보고 싶어 왜 잊는 법은 안가르치고 떠난 거야 끝까지 넌 정이 너무 많아서 이다지도 많은 것을 남겨줘 추억을 남기고 날 울게 하고 상처를 남기고 아프게 하고 고칠 수 없는 마음에 병을 줘 너 때문에 못하던 술을 해 관심없던 노랫말이 들려 잊고 싶어 술을 마시고 술 마시면 또 보고 싶어 왜 잊는 법은 안가르치고 떠난 거야 내 몸이 망가지는 걸 느껴 (yeah) I am loser 내 얼굴에 낯빛은 점점 더 어두 두워져 눈시울이 또 젖어 그 기운은 온 몸으로 퍼져 내 뼛속까지 시리게 만들어 제발 좀 살려줘 내가 알 필요없는 행복까지 니가 알려줬잖아 내겐 없던 행복일지라도 이젠 없어선 안 되잖아 갑자기 니가 없어지니까 뭘 해야 될지 몰라 그저 무엇보다 니가 보고 싶다 단 하루도 제정신이 아냐 술 없이는 난 살 수가 없어 술잔 위에 너를 띄우고 눈물로 다시 너를 지워 왜 잊는 법은 안가르치고 떠난 거야 왜 잊는 법은 안가르치고 떠난 거야
20100126	대성	솜사탕	Male	발라드	18	정지찬, 대성	정지찬	YG Entertainment	oh~~~  따스한 저 햇살과 함께 그대 손을 잡고서 라랄랄라 노래를 부르며 달~콤한 데이트  그대란 마음에~ 설탕 한 스푼 (슈비루빠 빠빠루)  어느새 구름처럼 커진 내~ 마음 그대는 솜사탕 내 마음이 녹~아요 몽실몽실 그대를 보~고만 있어도 녹~아요  불면 날아갈까 손대~면 녹을까 (슈비루빠 빠빠루)  눈 깜박 사라지면 너무 아쉬워 그대는 솜사탕 입술에 녹아요  살짝 입맞춘 그대와 날아가볼까 뚜르르르~  그대는 솜사탕 내 마음이 녹아요 몽실몽실 그대를 보고만 있어도 녹~아요  코끝을 간질 간질 그대가 좋아서 (그대는 솜사탕) 그대는 솜사탕  입술에 녹아요 살짝 입맞춘 그대와 날아가볼까 뚜르르르~  그대는 솜사탕 내 마음이 녹아요 몽실몽실 그대를 보고만 있어도 녹~아요  녹~~~아요 녹~~아~~~~~~~요.
20100128	소녀시대	좋은 일만 생각하기 (Day by Day)	Female	댄스	31	유영석	유영석	SM Entertainment	눈을 뜨면 달콤한 햇살 싱그러운 fruit향 흐르고 모카라떼 가득 담아 작은 테라스에 앉아 그댈 떠 올리면  나도 몰래 스미는 미소 좋은 일만 생길 것 같아 누구도 만질 수 없는 내 하루의 설레임들을 느껴보죠  우리끼리 미리 허락 받지도 않은 채 말랑거리는 사랑을 해도 되는 건지 하지만 뭐 어때 마법처럼 날 것 같은 기분 숨길 수 없어  *Oh Day by day Day by day 내 마음도 네 맘처럼 사랑으로 채워 넣을게 크림처럼 포근하게 서로를 위해 바라봐요 항상 좋은 일만 생각해요  가끔씩은 다퉜던 일이 내 마음을 아프게 해도 그대 멋졌던 모습만 기억에 남겨둔다면 행복할 수 있죠  사각사각 진한 연필로 내 이름을 쓰고 있나요 사르르 녹아버릴 듯 날 바라보던 그 눈빛을 떠올려요  우리끼리 미리 허락 받지도 않은 채 말랑거리는 사랑을 해도 되는 건지 하지만 뭐 어때 마법처럼 날 것 같은 기분 숨길 수 없어  *Oh Day by day Day by day 내 마음도 네 맘처럼 사랑으로 채워 넣을게 크림처럼 포근하게 서로를 위해 바라봐요 항상 좋은 일만 생각해요  Day by day Day by day 내 마음도 네 맘처럼 사랑으로 채워 넣을게 크림처럼 포근하게 서로를 위해 바라봐요 항상 좋은 일만 생각해요
20100105	지연	또르르	Female	발라드	43	김종천	김종천	MBK엔터테인먼트	또르르 눈물이 흘러간다 또르르 또르르르 소리없는 아픔을 이기지도 못한채 파르르 손끝이 떨려온다 파르르 파르르르 따스했던 시간을 기억하나봐  사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는게 다행이죠  스르르 두 눈이 감겨온다 스르르 스르르르 고운 미소 향기에 꿈을 꾸고 싶었나봐 또르르 사랑이 흘러간다 또르르 또르르르 맘이 시려울만큼 좋아하나봐  사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는게 다행이죠  가슴에 차가운 비가 내리면 못본듯이 그저 웃어야 해요 행여 니가 돌아볼까봐 항상 그 자리를 맴도는 어리석어도 행복한 사랑이 좋아서  사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는게 다행이죠
